or	278.3300	108.9000	2555.0000	0.0000	3.3500E-05	[19]	5.830000E+10	AA97	4.0000	AA97	2.810000E+10	B95	4.4600	[16]	0.8033	[17]	0.4600	[20]	4.4600	[18]		8.00			1.00	3.00	1.00						0.000000	0.000000	0.000000	18.316316	64.765648	16.922347	0.000000	0.000000	0.000000	0.000000		0.00	128.00	0.00	0.00	26.98	84.26	39.10	0.00	0.00	0.00	0.00	278.3420																																																																																																																																																																																																							
san	278.3300	109.0000	2553.0000	0.0000	3.3500E-05	[19]	6.700000E+10	A88	4.0000	A88	3.229331E+10	[12]	4.4600	[16]	0.8033	[17]	0.4600	[20]	4.4600	[18]		8.00			1.00	3.00	1.00						0.000000	0.000000	0.000000	18.316316	64.765648	16.922347	0.000000	0.000000	0.000000	0.000000		0.00	128.00	0.00	0.00	26.98	84.26	39.10	0.00	0.00	0.00	0.00	278.3420																																																																																																																																																																																																							
alm	497.7000	115.1000	4324.0000	0.0000	4.0300E-05	[19]	1.702620E+11	J04	4.9000	J04	9.600000E+10	J04	5.5170	[16]	1.4000	J04	1.0700	[20]	5.5170	H96		12.00			2.00	3.00			3.00				0.000000	0.000000	0.000000	20.484447	36.216031	0.000000	0.000000	43.303741	0.000000	0.000000		0.00	192.00	0.00	0.00	53.96	84.26	0.00	0.00	167.54	0.00	0.00	497.7630																																																																																																																																																																																																							
gr	450.4000	125.4000	3593.0000	0.0000	3.9300E-05	[19]	1.638809E+11	J04	3.9000	J04	1.090000E+11	J04	5.1100	[14]	1.1000	J04	1.1900	AI95	4.5700	AI95		12.00			2.00	3.00		3.00					0.000000	0.000000	0.000000	22.635428	40.018914	0.000000	37.348322	0.000000	0.000000	0.000000		0.00	192.00	0.00	0.00	53.96	84.26	0.00	120.24	0.00	0.00	0.00	450.4620																																																																																																																																																																																																							
py	403.0900	113.2000	3565.0000	0.0000	4.3600E-05	[19]	1.672936E+11	J04	4.1000	J04	9.400000E+10	J04	4.0600	[14]	1.3000	J04	1.2500	AI95	5.3000	AI95		12.00		3.00	2.00	3.00							0.000000	0.000000	29.997172	25.291325	44.714479	0.000000	0.000000	0.000000	0.000000	0.000000		0.00	192.00	0.00	72.94	53.96	84.26	0.00	0.00	0.00	0.00	0.00	403.1580																																																																																																																																																																																																							
fo	140.7000	43.7000	3222.0000	0.0000	6.1300E-05	[19]	1.273000E+11	I89	4.2000	S04	8.160000E+10	I89	5.1900	[14]	1.6000	S04	1.2900	AI95	5.5000	AI95		4.00		2.00		1.00							0.000000	0.000000	57.297989	0.000000	42.704854	0.000000	0.000000	0.000000	0.000000	0.000000		0.00	64.00	0.00	48.62	0.00	28.09	0.00	0.00	0.00	0.00	0.00	140.7100																																																																																																																																																																																																							
fa	203.7700	46.3000	4400.0000	0.0000	5.0500E-05	[19]	1.362600E+11	S04	4.8800	S04	5.122000E+10	S04	4.6900	[14]	1.7100	ABSZ97	1.2100	AI95	5.4000	AI95		4.00				1.00			2.00				0.000000	0.000000	0.000000	0.000000	29.487683	0.000000	0.000000	70.517224	0.000000	0.000000		0.00	64.00	0.00	0.00	0.00	28.09	0.00	0.00	111.69	0.00	0.00	203.7800																																																																																																																																																																																																							
en	200.7900	62.6000	3196.0000	0.0000	5.0500E-05	[19]	1.078524E+11	J07	6.6000	N06	7.790000E+10	J07	7.5500	[16]	1.9000	K04	0.9500	[20]	7.5500	[18]		6.00		2.00		2.00							0.000000	0.000000	40.152194	0.000000	59.851790	0.000000	0.000000	0.000000	0.000000	0.000000		0.00	96.00	0.00	48.62	0.00	56.17	0.00	0.00	0.00	0.00	0.00	200.7960																																																																																																																																																																																																							
fs	263.8600	65.9000	4003.0000	0.0000	6.3200E-05	[19]	1.000974E+11	BW84	6.6000	[28]	5.200000E+10	BW84	7.7400	[16]	1.9000	[28]	1.1400	[20]	7.7400	[18]		6.00				2.00			2.00				0.000000	0.000000	0.000000	0.000000	45.545845	0.000000	0.000000	54.459460	0.000000	0.000000		0.00	96.00	0.00	0.00	0.00	56.17	0.00	0.00	111.69	0.00	0.00	263.8660																																																																																																																																																																																																							
mgts	202.4000	58.9000	3436.3328	0.0000	5.0800E-05	[19]	1.732320E+11	[29]	6.6000	[28]	9.732500E+10	[29]	7.5500	[16]	1.9000	[28]	0.9500	[28]	7.5500	[18]		6.00		1.00	2.00	1.00							0.000000	0.000000	19.920736	50.386930	29.694310	0.000000	0.000000	0.000000	0.000000	0.000000		0.00	96.00	0.00	24.31	53.96	28.09	0.00	0.00	0.00	0.00	0.00	202.3620																																																																																																																																																																																																							
di	216.5600	66.1900	3268.0000	0.0000	5.7000E-05	[19]	1.165000E+11	IOL06	4.5000	LP81	7.280000E+10	IOL06	4.0000	IOL06	1.9000	[28]	1.1000	IOL06	4.5000	IOL06		6.00		1.00		2.00		1.00					0.000000	0.000000	18.614359	0.000000	55.493988	0.000000	25.895347	0.000000	0.000000	0.000000		0.00	96.00	0.00	24.31	0.00	56.17	0.00	40.08	0.00	0.00	0.00	216.5640																																																																																																																																																																																																							
hed	248.0900	67.9500	3657.0000	0.0000	5.7000E-05	[19]	1.205000E+11	KW88a	4.5000	[27]	6.180000E+10	KW88a	6.0000	[16]	1.9000	[28]	1.5000	ZH77	6.0000	[18]		6.00				2.00		1.00	1.00				0.000000	0.000000	0.000000	0.000000	48.440340	0.000000	22.603880	28.960213	0.000000	0.000000		0.00	96.00	0.00	0.00	0.00	56.17	0.00	40.08	55.85	0.00	0.00	248.0990																																																																																																																																																																																																							
jd	202.1100	60.4000	3346.0000	0.0000	4.6600E-05	[19]	1.428000E+11	MDT08	1.6000	MDT08	8.500000E+10	KW88b	2.6500	[16]	1.9000	[28]	1.0500	[20]	2.6500	[18]		6.00	1.00		1.00	2.00							0.000000	15.330655	0.000000	25.220635	59.452667	0.000000	0.000000	0.000000	0.000000	0.000000		0.00	96.00	22.99	0.00	26.98	56.17	0.00	0.00	0.00	0.00	0.00	202.1440																																																																																																																																																																																																							
ac	231.0000	64.6000	3575.8514	0.0000	4.6600E-05	[19]	1.170000E+11	DS06	3.2000	DS06	5.800000E+10	KW88b	4.0800	[16]	1.9000	[28]	0.8800	[20]	4.0800	[18]		6.00	1.00			2.00			1.00				0.000000	13.415062	0.000000	0.000000	52.023947	0.000000	0.000000	31.102684	0.000000	0.000000		0.00	96.00	22.99	0.00	0.00	56.17	0.00	0.00	55.85	0.00	0.00	231.0090																																																																																																																																																																																																							
cats	218.1000	63.5600	3431.4034	0.0000	4.4300E-05	[19]	1.124667E+11	[26]	4.8000	[27]	7.906667E+10	[26]	5.9000	[16]	1.9000	[28]	1.1000	[27]	5.9000	[18]		6.00			2.00	1.00		1.00					0.000000	0.000000	0.000000	46.744602	27.547793	0.000000	25.709439	0.000000	0.000000	0.000000		0.00	96.00	0.00	0.00	53.96	28.09	0.00	40.08	0.00	0.00	0.00	218.1300																																																																																																																																																																																																							
gl	783.6000	260.5000	3008.0000	2.3000	5.3000E-05	[19]	9.490000E+10	B10	4.0000	C91	6.370000E+10	B10	4.8600	[16]	1.1187	[17]	0.8600	[20]	4.8600	[18]	2.00	24.00	2.00	3.00	2.00	8.00							2.299179	7.909809	15.433700	13.012517	61.348879	0.000000	0.000000	0.000000	0.000000	0.000000		2.02	384.00	45.98	72.94	53.96	224.69	0.00	0.00	0.00	0.00	0.00	783.5840																																																																																																																																																																																																							
fgl	878.1300	265.9000	3302.0000	2.1000	5.3000E-05	[19]	8.900000E+10	HP98	4.0000	[13]	5.287748E+10	[8]	4.8700	[16]	0.9902	[17]	0.8700	[20]	4.8700	[18]	2.00	24.00	2.00		2.00	8.00			3.00				2.051495	7.057706	0.000000	11.610713	54.739925	0.000000	0.000000	24.544830	0.000000	0.000000		2.02	384.00	45.98	0.00	53.96	224.69	0.00	0.00	167.54	0.00	0.00	878.1890																																																																																																																																																																																																							
tr	812.3700	272.7000	2979.0000	2.2000	5.3400E-05	[19]	8.500000E+10	C91	4.0000	C91	5.050096E+10	[8]	4.7900	[16]	0.9902	[17]	0.7900	[20]	4.7900	[18]	2.00	24.00		5.00		8.00		2.00					2.217561	0.000000	24.809705	0.000000	59.171073	0.000000	13.805599	0.000000	0.000000	0.000000		2.02	384.00	0.00	121.56	0.00	224.69	0.00	80.16	0.00	0.00	0.00	812.4240																																																																																																																																																																																																							
fact	970.0700	282.8000	3430.0000	1.9000	5.3400E-05	[19]	7.600000E+10	HP98	4.0000	[13]	4.515380E+10	[8]	4.7800	[16]	0.9902	[17]	0.7800	[20]	4.7800	[18]	2.00	24.00				8.00		2.00	5.00				1.857130	0.000000	0.000000	0.000000	49.553705	0.000000	11.561707	37.032303	0.000000	0.000000		2.02	384.00	0.00	0.00	0.00	224.69	0.00	80.16	279.24	0.00	0.00	970.0990																																																																																																																																																																																																							
ts	815.4360	268.0000	3043.0000	2.2000	5.3400E-05	[19]	7.600000E+10	HP98	4.0000	[13]	4.515380E+10	[8]	4.7600	[16]	0.9902	[17]	0.7600	[20]	4.7600	[18]	2.00	24.00		3.00	4.00	6.00		2.00					2.209045	0.000000	14.828657	25.004782	44.207878	0.000000	13.752581	0.000000	0.000000	0.000000		2.02	384.00	0.00	72.94	107.93	168.52	0.00	80.16	0.00	0.00	0.00	815.5560																																																																																																																																																																																																							
parg	835.7690	271.9000	3074.0000	2.2000	5.3400E-05	[19]	9.700000E+10	C91	4.0000	C91	5.763051E+10	[8]	4.9000	[16]	0.9902	[17]	0.9000	[20]	4.9000	[18]	2.00	24.00	1.00	4.00	3.00	6.00		2.00					2.155344	3.707488	19.290900	18.297690	43.133192	0.000000	13.418258	0.000000	0.000000	0.000000		2.02	384.00	22.99	97.25	80.95	168.52	0.00	80.16	0.00	0.00	0.00	835.8760																																																																																																																																																																																																							
hb	873.7583	274.2333	3182.3333	2.1000	5.3400E-05	[10]	8.300000E+10	[10]	4.0000	[10]	4.931270E+10	[10]	4.8133	[10]	0.9902	[10]	0.8133	[10]	4.8133	[10]	2.00	24.00	1.00	2.00	3.00	6.00		2.00	2.00				2.004125	3.447371	8.968726	17.013925	40.106970	0.000000	12.476834	15.985387	0.000000	0.000000		2.02	384.00	22.99	48.62	80.95	168.52	0.00	80.16	111.69	0.00	0.00	898.9460																																																																																																																																																																																																							
anth	780.8000	265.4000	2942.0000	2.3000	5.3400E-05	[19]	7.000000E+10	HP98	4.0000	[13]	4.158903E+10	[8]	4.6400	[16]	0.9902	[17]	0.6400	[20]	4.6400	[18]	2.00	24.00		7.00		8.00							2.307117	0.000000	36.136296	0.000000	61.560685	0.000000	0.000000	0.000000	0.000000	0.000000		2.02	384.00	0.00	170.18	0.00	224.69	0.00	0.00	0.00	0.00	0.00	780.8880																																																																																																																																																																																																							
phl	417.2400	149.7000	2788.0000	4.5000	5.7900E-05	[19]	4.970000E+10	P03	8.5900	P03	2.700236E+10	[3]	9.1800	[16]	0.9055	[17]	0.5900	[20]	9.1800	[18]	2.00	12.00		3.00	1.00	3.00	1.00						4.317340	0.000000	28.981006	12.217286	43.199758	11.287486	0.000000	0.000000	0.000000	0.000000		2.02	192.00	0.00	72.94	26.98	84.26	39.10	0.00	0.00	0.00	0.00	417.2940																																																																																																																																																																																																							
ann	511.8660	154.3000	3317.0000	3.5000	5.7900E-05	[19]	4.970000E+10	[4]	7.6100	[43]	2.700236E+10	[4]	8.2000	[16]	0.9055	[17]	0.5900	[20]	8.2000	[18]	2.00	12.00			1.00	3.00	1.00		3.00				3.519444	0.000000	0.000000	9.959387	35.215931	9.201424	0.000000	42.107916	0.000000	0.000000		2.02	192.00	0.00	0.00	26.98	84.26	39.10	0.00	167.54	0.00	0.00	511.8990																																																																																																																																																																																																							
mu	398.2480	140.8000	2828.0000	4.5000	5.9600E-05	[19]	5.940000E+10	M11	4.0000	C95	3.680000E+10	M11	4.5600	[16]	1.0325	[17]	0.5600	[20]	4.5600	[18]	2.00	12.00			3.00	3.00	1.00						4.522974	0.000000	0.000000	38.397578	45.257355	11.825106	0.000000	0.000000	0.000000	0.000000		2.02	192.00	0.00	0.00	80.95	84.26	39.10	0.00	0.00	0.00	0.00	398.3220																																																																																																																																																																																																							
cel	396.7400	140.4000	2825.7835	4.5000	5.9600E-05	[19]	6.500000E+10	[23]	9.0000	S00	3.918735E+10	[36]	9.5200	[16]	1.0048	[17]	0.5700	[20]	9.5200	[18]	2.00	12.00		1.00	1.00	4.00	1.00						4.540826	0.000000	10.160401	12.849711	60.581314	11.871780	0.000000	0.000000	0.000000	0.000000		2.02	192.00	0.00	24.31	26.98	112.34	39.10	0.00	0.00	0.00	0.00	396.7560																																																																																																																																																																																																							
ta	379.6500	136.4000	2784.0000	4.8000	3.7000E-05	[19]	5.550000E+10	[37]	5.2000	[37]	4.730000E+10	[37]	5.5400	[16]	2.8000	[37]	0.3400	[20]	5.5400	[18]	2.00	12.00		3.00		4.00							4.749852	0.000000	31.884333	0.000000	63.370033	0.000000	0.000000	0.000000	0.000000	0.000000		2.02	192.00	0.00	72.94	0.00	112.34	0.00	0.00	0.00	0.00	0.00	379.2960																																																																																																																																																																																																							
clin	555.5750	210.8000	2635.0000	13.0000	3.9800E-05	[19]	7.790000E+10	T03	4.0000	T03	3.380000E+10	[25]	4.3200	[16]	0.7231	[17]	0.3200	[20]	4.3200	[18]	8.00	18.00		5.00	2.00	3.00							12.964742	0.000000	36.261842	18.343930	32.431645	0.000000	0.000000	0.000000	0.000000	0.000000		8.06	288.00	0.00	121.56	53.96	84.26	0.00	0.00	0.00	0.00	0.00	555.8460																																																																																																																																																																																																							
daph	713.4670	213.4000	3343.0000	10.1000	3.9800E-05	[19]	7.790000E+10	[5]	4.0000	[13]	3.380000E+10	[5]	4.3100	[16]	0.7231	[17]	0.3100	[20]	4.3100	[18]	8.00	18.00			2.00	3.00			5.00				10.099773	0.000000	0.000000	14.290259	25.264849	0.000000	0.000000	50.348904	0.000000	0.000000		8.06	288.00	0.00	0.00	53.96	84.26	0.00	0.00	279.24	0.00	0.00	713.5210																																																																																																																																																																																																							
atg	4535.9500	1754.0000	2585.0000	12.3000	4.7000E-05	[19]	6.290000E+10	N10	6.1000	N10	3.850000E+10	B10	6.8400	[16]	1.0201	[17]	0.7400	B09	6.8400	[18]	62.00	147.00		48.00		34.00							12.311447	0.000000	42.654477	0.000000	45.037073	0.000000	0.000000	0.000000	0.000000	0.000000		62.50	2352.00	0.00	1166.98	0.00	954.92	0.00	0.00	0.00	0.00	0.00	4536.3960																																																																																																																																																																																																							
zo	454.3600	135.8000	3347.0000	2.0000	6.7000E-05	[19]	1.221000E+11	A12	6.8000	A12	7.290000E+10	M07	8.3900	[16]	0.9951	[17]	1.5900	M07	8.3900	[18]	1.00	13.00			3.00	3.00		2.00					1.982517	0.000000	0.000000	33.660965	39.674540	0.000000	24.684620	0.000000	0.000000	0.000000		1.01	208.00	0.00	0.00	80.95	84.26	0.00	80.16	0.00	0.00	0.00	454.3720																																																																																																																																																																																																							
cz	454.3600	136.3000	3333.0000	2.0000	4.6000E-05	[19]	1.221000E+11	[22]	6.8000	[22]	7.290000E+10	[22]	8.3900	[16]	0.9951	[17]	1.5900	[22]	8.3900	[22]	1.00	13.00			3.00	3.00		2.00					1.982517	0.000000	0.000000	33.660965	39.674540	0.000000	24.684620	0.000000	0.000000	0.000000		1.01	208.00	0.00	0.00	80.95	84.26	0.00	80.16	0.00	0.00	0.00	454.3720																																																																																																																																																																																																							
ep	483.2200	138.1000	3498.0000	1.9000	5.0500E-05	[19]	1.191000E+11	A12	7.3000	A12	9.340000E+10	[32]	8.4800	[16]	1.3070	[17]	1.1800	[20]	8.4800	[18]	1.00	13.00			2.00	3.00		2.00	1.00				1.864096	0.000000	0.000000	21.100205	37.304677	0.000000	23.210143	14.868481	0.000000	0.000000		1.01	208.00	0.00	0.00	53.96	84.26	0.00	80.16	55.85	0.00	0.00	483.2370																																																																																																																																																																																																							
law	314.2400	101.3000	3101.0000	11.5000	3.1600E-05	C00	1.232000E+11	S03	5.5000	BA03	5.230000E+10	S03	6.4200	[16]	0.7075	[17]	0.9200	[20]	6.4200	[18]	4.00	10.00			2.00	2.00		1.00					11.466103	0.000000	0.000000	32.446985	38.243680	0.000000	17.845778	0.000000	0.000000	0.000000		4.03	160.00	0.00	0.00	53.96	56.17	0.00	40.08	0.00	0.00	0.00	314.2480																																																																																																																																																																																																							
pre	412.3910	140.3000	2940.0000	4.4000	5.1000E-05	[19]	8.350000E+10	HP98	4.0000	[13]	5.173064E+10	[7]	4.8300	[16]	1.0325	[17]	0.8300	[20]	4.8300	[18]	2.00	12.00			2.00	3.00		2.00					4.368595	0.000000	0.000000	24.724659	43.712627	0.000000	27.197028	0.000000	0.000000	0.000000		2.02	192.00	0.00	0.00	53.96	84.26	0.00	80.16	0.00	0.00	0.00	412.3980																																																																																																																																																																																																							
pump	943.0000	295.5000	3191.0000	6.7000	5.0000E-05	[19]	1.615000E+11	HP98	4.0000	[13]	9.642383E+10	[31]	5.3900	[16]	0.9951	[17]	1.3900	[20]	5.3900	[18]	7.00	28.00		1.00	5.00	6.00		4.00					6.685936	0.000000	4.274351	27.028546	38.228676	0.000000	23.785036	0.000000	0.000000	0.000000		7.06	448.00	0.00	24.31	134.91	168.52	0.00	160.32	0.00	0.00	0.00	943.1140																																																																																																																																																																																																							
lmt	470.4400	203.7000	2309.0000	15.3000	2.3800E-05	[19]	3.900000E+10	[39]	4.0000	[39]	2.337662E+10	[39]	4.5400	[39]	0.9990	[39]	0.5400	[39]	4.5400	[39]	8.00	16.00			2.00	4.00		1.00					15.318035	0.000000	0.000000	21.673625	51.091291	0.000000	11.920451	0.000000	0.000000	0.000000		8.06	256.00	0.00	0.00	53.96	112.34	0.00	40.08	0.00	0.00	0.00	470.4520																																																																																																																																																																																																							
wrk	434.4400	190.4000	2281.0000	8.3000	2.3800E-05	[19]	3.900000E+10	OQVD08	4.0000	OQVD08	2.337662E+10	[38]	4.5400	[16]	0.9990	[17]	0.5400	[20]	4.5400	[18]	4.00	14.00			2.00	4.00		1.00					8.294277	0.000000	0.000000	23.471295	55.328944	0.000000	12.909166	0.000000	0.000000	0.000000		4.03	224.00	0.00	0.00	53.96	112.34	0.00	40.08	0.00	0.00	0.00	434.4200																																																																																																																																																																																																							
br	58.3200	24.6300	2380.0000	30.9000	1.3000E-04	PW96	4.320000E+10	J06	6.8000	J06	3.520000E+10	J06	4.5000	[16]	3.4000	J06	0.5800	J06	4.5000	F95	2.00	2.00		1.00									30.887395	0.000000	69.112605	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		2.02	32.00	0.00	24.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	58.3280																																																																																																																																																																																																							
chum	621.0900	197.4000	3146.0000	2.9000	5.0000E-05	[19]	1.241994E+11	BFB97	4.0000	[13]	7.320000E+10	BFB97	5.0300	[16]	0.9823	[17]	1.0300	[20]	5.0300	[18]	2.00	18.00		9.00		4.00							2.900343	0.000000	58.407387	0.000000	38.694846	0.000000	0.000000	0.000000	0.000000	0.000000		2.02	288.00	0.00	218.81	0.00	112.34	0.00	0.00	0.00	0.00	0.00	621.1680																																																																																																																																																																																																							
phA	456.3450	154.4000	2955.0000	11.8000	8.2600E-05	PW96	1.038527E+11	SV09	5.8000	SV09	6.100000E+10	SV09	7.8000	[16]	1.8000	SV09	2.0000	[20]	7.8000	[18]	6.00	14.00		7.00		2.00							11.842140	0.000000	61.827679	0.000000	26.331934	0.000000	0.000000	0.000000	0.000000	0.000000		6.05	224.00	0.00	170.18	0.00	56.17	0.00	0.00	0.00	0.00	0.00	456.4040																																																																																																																																																																																																							
sill	162.0060	49.9000	3249.0000	0.0000	2.2100E-05	[19]	1.705594E+11	VW78	4.0000	[13]	9.300000E+10	VW78	4.5100	[16]	0.9088	[17]	0.5100	[20]	4.5100	[18]		5.00			2.00	1.00							0.000000	0.000000	0.000000	62.921321	37.081148	0.000000	0.000000	0.000000	0.000000	0.000000		0.00	80.00	0.00	0.00	53.96	28.09	0.00	0.00	0.00	0.00	0.00	162.0500																																																																																																																																																																																																							
ky	162.0060	44.1400	3670.0000	0.0000	4.0400E-05	[19]	1.560000E+11	C97	5.6000	C97	8.506128E+10	[11]	6.6100	[16]	0.9088	[17]	1.0100	[20]	6.6100	[18]		5.00			2.00	1.00							0.000000	0.000000	0.000000	62.921321	37.081148	0.000000	0.000000	0.000000	0.000000	0.000000		0.00	80.00	0.00	0.00	53.96	28.09	0.00	0.00	0.00	0.00	0.00	162.0500																																																																																																																																																																																																							
sp	142.2700	39.7800	3575.0000	0.0000	4.3100E-05	[19]	1.962000E+11	SOA00	4.0000	AI95	1.078100E+11	SOA00	4.2000	[14]	0.9158	[17]	1.2800	AI95	6.5000	AI95		4.00		1.00	2.00								0.000000	0.000000	28.333661	71.666339	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.00	64.00	0.00	24.31	53.96	0.00	0.00	0.00	0.00	0.00	0.00	142.2760																																																																																																																																																																																																							
herc	173.8100	40.7500	4264.0000	0.0000	3.9500E-05	[19]	2.090084E+11	[15]	4.0000	[13]	8.450000E+10	B95	5.2500	[16]	0.6738	[17]	1.2500	[20]	5.2500	[18]		4.00			2.00				1.00				0.000000	0.000000	0.000000	58.663721	0.000000	0.000000	0.000000	41.338005	0.000000	0.000000		0.00	64.00	0.00	0.00	53.96	0.00	0.00	0.00	55.85	0.00	0.00	173.8110																																																																																																																																																																																																							
mt	231.5400	44.5200	5201.0000	0.0000	6.9600E-05	[19]	1.909000E+11	R04	5.2000	R04	6.030000E+10	R04	-0.1000	R04	0.5265	[17]	2.1500	[20]	7.3500	[18]		4.00							3.00				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	93.093664	0.000000	0.000000		0.00	64.00	0.00	0.00	0.00	0.00	0.00	0.00	167.54	0.00	0.00	231.5410																																																																																																																																																																																																							
ilm	151.7000	31.6900	4788.0000	0.0000	4.9500E-05	[19]	1.650000E+11	T10	3.0000	T10	7.470000E+10	URL	4.5600	[16]	1.7000	URL	1.5600	[20]	4.5600	[18]		3.00							1.00	1.00			0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	47.358846	52.642472	0.000000		0.00	48.00	0.00	0.00	0.00	0.00	0.00	0.00	55.85	47.87	0.00	151.7140																																																																																																																																																																																																							
rut	79.9000	18.8200	4245.0000	0.0000	4.4300E-05	[19]	2.098820E+11	I98	4.0000	[13]	1.130000E+11	I98	5.8200	[16]	0.8973	[17]	1.8200	[20]	5.8200	[18]		1.00								1.00			0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	125.050496	0.000000		0.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	47.87	0.00	63.8670																																																																																																																																																																																																							
ttn	196.0600	55.6500	3523.0000	0.0000	4.2000E-05	[19]	1.233000E+11	A99	4.0000	[13]	6.700000E+10	assumed 0.27	4.9400	[16]	0.9057	[17]	0.9400	[20]	4.9400	[18]		5.00						1.00		1.00			0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	33.391487	0.000000	47.554288	0.000000		0.00	80.00	0.00	0.00	0.00	0.00	0.00	40.08	0.00	47.87	0.00	167.9470																																																																																																																																																																																																							
crd	611.1000	23.3000	2623.0000	0.7345	5.2000E-06	[19]	1.289882E+11	T99	4.0000	[13]	5.400000E+10	T99	4.1400	[16]	0.6977	[17]	0.1400	[20]	4.1400	[18]	0.50	18.87		1.70	3.80	5.20			0.30		0.31		0.734974	0.000000	11.182964	31.613612	50.989318	0.000000	0.000000	3.517399	0.000000	2.226366		0.50	301.92	0.00	41.33	102.53	146.05	0.00	0.00	16.75	0.00	3.72	612.8107																																																																																																																																																																																																							
